Name,Studio,Description,Founded,Amount Raised,Crunchbase URL,LinkedIn URL,Website,# Employees,End Customer,Industry,City,State,Country,Status
PathMatch,Hypothesis Studio,The largest early career talent platform connecting students to modern careers and employers for internships and jobs.,2019,$2,https://www.crunchbase.com/organization/pathmatch,https://www.linkedin.com/company/pathmatch/,https://www.pathmatch.com/,22,Consumer,Software Development,Los Angeles,CA,USA,Active
Pattern,Hypothesis Studio,"The modern financial membership: Expert advice + all your favorite investing tools — all on-demand, on your terms.",2020,,,https://www.linkedin.com/company/pattern-financial/,https://www.patternfi.com/,9,Consumer,Finance,New York,NY,USA,Active
PositivEnergy,Hypothesis Studio,PositivEnergy is an energy storage company that architects and assembles commercial and utility-grade energy storage solution.,2019,,https://www.crunchbase.com/organization/positivenergy,https://www.linkedin.com/company/posinrg/,https://positivenergy.us/,18,Business,Renewable Energy,New York,NY,USA,Active
Radish Health,Hypothesis Studio,"By combining modern technology and medicine, we can give your employees world-class healthcare when and where they want it",2019,$5,https://www.crunchbase.com/organization/radish-health,https://www.linkedin.com/company/radish-health/,https://radish.health/,17,Business,Health Care,New York,NY,USA,Active
Reflective,Hypothesis Studio,Reflective is an app that guides and automates work.,2020,$1,https://www.crunchbase.com/organization/reflective,https://www.linkedin.com/company/reflectivehq/,https://reflective.co/,4,Business,Software Development,Seattle,WA,USA,Active
Starship Space,Hypothesis Studio,Starfish Space builds small space tugs to,2019,$8,https://www.crunchbase.com/organization/starfish-space,https://www.linkedin.com/company/starfish-space/,https://www.starfishspace.com/,27,Business,Aviation and Aerospace Component Manufacturing,Kent,WA,USA,Active
Stix,Hypothesis Studio,"Stix is a female-founded, no-judgment health brand with the products, content, and community to make informed decisions.",2018,$6,https://www.crunchbase.com/organization/stix-9801,https://www.linkedin.com/company/getstix/,https://getstix.co/,20,Consumer,Personal Care Products,Philadelphia,PA,USA,Active
GenSight,iBionext,GenSight Biologics develops gene therapy-based treatments for retinal degenerative diseases.,2013,$189,https://www.crunchbase.com/organization/gensight-biologics,https://www.linkedin.com/company/gensight-biologics-sa/,https://www.gensight-biologics.com/,55,Business,Biotechnology,Paris,,France,Active
Tissium,iBionext,TISSIUM develops biodegradable sealants and adhesives for wound closure in the field of minimally-invasive surgery.,2013,$156,https://www.crunchbase.com/organization/gecko-biomedical,,https://tissium.com/,90,Business,Medical Equipment Manufacturing,Paris,,France,Active
Bitbay,ICEO - Venture Builder,Bitcoin trading and exchange platform,2014,,https://www.crunchbase.com/organization/bitbay,https://www.linkedin.com/company/bitbay/,https://zondaglobal.com/en/home,79,Consumer,Fintech,Tallinn,,Estonia,Active
Doxy Chain,ICEO - Venture Builder,Blockchain document management system,2019,$1,https://www.crunchbase.com/organization/doxychain,https://www.crunchbase.com/organization/doxychain,https://doxychain.com/,16,Business,Fintech,Warsaw,,Poland,Active
Localplay,ICEO - Venture Builder,Sport social media platform,2019,$0,https://www.crunchbase.com/organization/localplay-6529,https://www.linkedin.com/company/localplaycom/,https://localplay.app/pl,3,Consumer,Software Development,Warsaw,,Poland,Active
Norion,ICEO - Venture Builder,Tokenization ecosystem for investors,2021,$100,,https://www.linkedin.com/company/norion/,https://norion.com/,16,Business,Fintech,London,,England,Active
WatchoutAI,ICEO - Venture Builder,AI driver safety app,2020,$0,https://www.crunchbase.com/organization/watchout-ai,https://www.linkedin.com/company/watchout-ai/,https://watchoutai.com/en,3,Consumer,Software Development,London,,England,Active
Camino,Idealab Studio,"Camino Robotics developing smart products to ""Power the Mobility"" of older adults, giving them the confidence & support to stay active.",2019,,https://www.crunchbase.com/organization/camino-robotics,https://www.linkedin.com/company/camino-robotics-inc/,https://www.meetcamino.com/,7,Consumer,Health and Wellness,Pasadena,CA,USA,Active
Carbon Capture,Idealab Studio,Carbon Capture is a climate tech company that makes machines that remove CO2 directly from the atmosphere.,2019,$35,https://www.crunchbase.com/organization/carboncapture,https://www.linkedin.com/company/carbon-capture-inc/,https://www.carboncapture.com/,33,Business,Renewable Energy,Pasadena,CA,USA,Active
Elementary Robotics,Idealab Studio,Elementary Robotics is a robotics startup that built a platform for applying machine learning to the logistics industries.,2017,$48,https://www.crunchbase.com/organization/elementary-robotics,https://www.linkedin.com/company/elementary-ml/,https://elementaryml.com/,122,Business,Manufacturing,South Pasadena,CA,USA,Active
Energy Vault,Idealab Studio,"Energy Vault offers a utility-scale, gravity-based storage solution for renewable energy.",2017,$380,https://www.crunchbase.com/organization/energy-vault-sa,https://www.linkedin.com/company/energy-vault-inc/,https://www.energyvault.com/,113,Business,Renewable Energy,Lugano,,Switzerland,Active
Glide,Idealab Studio,"Build powerful apps from spreadsheets without code, in minutes",2018,$24,https://www.crunchbase.com/organization/glide-apps,https://www.linkedin.com/company/glideapps/,https://www.glideapps.com/,40,Business,"Technology, Information and Internet",San Francisco,CA,USA,Active
Heliogen,Idealab Studio,Heliogen is a renewable energy technology company unlocking the power of sunlight to replace fossil fuels.,2014,$333,https://www.crunchbase.com/organization/heliogen,https://www.linkedin.com/company/heliogen/,https://heliogen.com/,194,Business,Renewable Energy,Pasadena,CA,USA,Active
Herpower,Idealab Studio,Personal development platform for women,2020,,,,https://www.herpower.community/,,Consumer,Health and Wellness,Pasadena,CA,USA,Active
Launch Pad,Idealab Studio,"Launchpad is creating the factory of the future, where products can be made locally instead of in China.",2020,$4,https://www.crunchbase.com/organization/launchpad-build,https://www.linkedin.com/company/launchpadbuild/,https://www.launchpad.build/,7,Business,Manufacturing,Los Angeles,CA,USA,Active
Point Load,Idealab Studio,Point Load Power is an energy management instructor that provides solutions about energy uses and access to commercial and building owners.,2019,$0,https://www.crunchbase.com/organization/point-load-power,https://www.linkedin.com/company/point-load-power/,https://www.pointloadpower.com/,16,Business,Renewable Energy,Pasadena,CA,USA,Active
PowerUser.ai,Idealab Studio,PowerUser offers an AI-driven conversational interface for enterprise SaaS products.,2019,,https://www.crunchbase.com/organization/poweruser,https://www.linkedin.com/company/poweruser/,https://poweruser.ai/,3,Business,Software Development,Pasadena,CA,USA,Active
tvScientific,Idealab Studio,It is the only CTV platform to offer a hands-on solution that combines direct media buying with comprehensive measurement and attribution.,2020,$22,https://www.crunchbase.com/organization/tvscientific,https://www.linkedin.com/company/tvscientific/,https://www.tvscientific.com/,50,Business,Advertising Services,Los Angeles,CA,USA,Active
UpdateAI,Idealab Studio,"Helping Customer Success teams gain back the time, energy, and focus they need to be outstanding relationship builders.",2020,,https://www.crunchbase.com/organization/updateai,https://www.linkedin.com/company/update-ai/,https://www.update.ai/,19,Business,Software Development,Los Angeles,CA,USA,Active
xosphere,Idealab Studio,Xosphere is an intelligent cloud orchestration platform e,2017,,https://www.crunchbase.com/organization/xosphere-6d8b,https://www.linkedin.com/company/xosphereinc/,https://www.xosphere.io/,7,Business,Software Development,Woodland Hills,CA,USA,Active
Everyday Labs,Ideas42 Venture Studio,"EveryDay Labs unites behavioral science, data science, and family engagement to reduce chronic absenteeism while empowering educators.",2018,$8,https://www.crunchbase.com/organization/everyday-labs,https://www.linkedin.com/company/everydaylabs/,https://www.everydaylabs.com/,60,Consumer,Education,Redwood City,CA,USA,Active
Handoff,Ideas42 Venture Studio,Our software-powered job share model helps employers meet their hiring goals with diverse talent desiring flexible work.,2021,,,https://www.linkedin.com/company/teamhandoff/,https://www.teamhandoff.com/,0,Business,Software Development,Washington,DC,USA,Active
Nickels,Ideas42 Venture Studio,White-label digital products that enable banks and credit unions to be their customers’ trusted financial guide.,2018,$0,https://www.crunchbase.com/organization/nickels,https://www.linkedin.com/company/asknickels/,https://asknickels.com/,8,Business,Finance,Ann Arbor,MI,USA,Active
"Prosperty Works, Inc.",Ideas42 Venture Studio,Incentives around key business drivers,2022,,,https://www.linkedin.com/company/getprosperworks/,https://www.getprosperworks.com/,0,Business,Business Consulting,Oklahoma City,OK,USA,Active
WellMoney,Ideas42 Venture Studio,A money sharing community where everyone pitches in to help those who are having a hard time.,2021,,,https://www.linkedin.com/company/wellmoney/,https://well-money.com/,1,Consumer,Finance,Oakland,CA,USA,Active
Allwell,Ignite Venture Studio,Allergy curated therapy kits,2020,,,https://www.linkedin.com/company/getallwell/,https://getallwell.com,1,Consumer,Healthcare & Wellness,Princeton,NJ,USA,Active
Fluent,Ignite Venture Studio,At home cold+flu treatment consultation,2020,,,https://www.linkedin.com/company/fluent-health/,https://getfluenthealth.com,1,Consumer,Healthcare & Wellness,Princeton,NJ,USA,Active
Honed,Ignite Venture Studio,Wellness diagnostic with lifestyle assessment,2019,,,https://www.linkedin.com/company/live-honed/,https://livehoned.com,3,Consumer,Healthcare & Wellness,Hoboken,NJ,USA,Active
Kadalys,Ignite Venture Studio,Eco-concious skincare products,2019,,,https://www.linkedin.com/company/kadalys/,https://us.kadalys.com,13,Consumer,Healthcare & Wellness,Princeton,NJ,USA,Active
Layers,Ignite Venture Studio,Microbiome based skincare products,2021,,,https://www.linkedin.com/company/layers-probiotic-skin-care/,https://mylayers.com,1,Consumer,Healthcare & Wellness,Summit,NJ,USA,Active
Mintly,Ignite Venture Studio,Eco-friendly oral health solutions,2021,,,https://www.linkedin.com/company/getmintly/,https://getmintly.com,1,Consumer,Healthcare & Wellness,New York,NY,USA,Active
Sunday II Sunday,Ignite Venture Studio,Active women hair care,2019,$4,https://www.crunchbase.com/organization/sunday2sunday,https://www.linkedin.com/company/infinite-looks-inc/,https://mysunday2sunday.com,11,Consumer,Healthcare & Wellness,Brooklyn,NY,USA,Active
Afelio,Indigo Venture Lab,Smart card access for health/wellness benefits,2022,,,https://www.linkedin.com/company/afelio-inc/,https://www.afelio.co,1,Business,Healthcare & Wellness,Los Angeles,CA,USA,Active
Zenco,Indigo Venture Lab,Equity free financing for health providers,2022,,,https://www.linkedin.com/company/zencohealth/?viewAsMember=true,https://www.zenco.io,1,Business,Fintech,New York,NY,USA,Active
DojoMojo,Innovation Department,Partnership platform for brand building,2015,,https://www.crunchbase.com/organization/dojomojo,https://www.linkedin.com/company/dojomojo/,https://www.dojomojo.com/home,26,Business,Marketing Tech,New York,NY,USA,Active
Finn,Innovation Department,Vet approved pet wellness products,2020,,https://www.crunchbase.com/organization/finn-263c,https://www.linkedin.com/company/petfinn/,https://www.petfinn.com,8,Consumer,Healthcare & Wellness,New York,NY,USA,Active
Grummies,Innovation Department,Ancient superfoods gummies,2021,,https://www.crunchbase.com/organization/grummies,https://www.linkedin.com/company/grummies/,https://www.eatyourgrummies.com,3,Consumer,Healthcare & Wellness,New York,NY,USA,Active
Well Path,Innovation Department,Expertly formulated vitamin and supplements,2014,,https://www.crunchbase.com/organization/wellpath-solutions,https://www.linkedin.com/company/wellpath-solutions/,https://www.gowellpath.com,14,Consumer,Healthcare & Wellness,New York,NY,USA,Acquired
ComWith,Insight Studios,Experience sharing social platform,2020,$1,https://www.crunchbase.com/organization/comewith,https://www.linkedin.com/company/comewith/,https://www.comewith.co,2,Consumer,Software Development,Miami,FL,USA,Active
Exosite,Invenshure,Exosite is an enterprise IoT software company that helps manufacturers gain better insight into their products and the.people that use them.,2008,$1,https://www.crunchbase.com/organization/exosite,https://www.linkedin.com/company/exosite/,https://www.exosite.com/,45,Business,Software Development,Minneapolis,MN,USA,Active
Flywheel,Invenshure,"Flywheel is the revolutionary research data management platform powering healthcare innovation by accelerating collaboration, enabling machine learning, and streamlining the massive task of data aggregation, curation, and management.",2015,$52,https://www.crunchbase.com/organization/flywheel-exchange,https://www.linkedin.com/company/flywheel-io/,https://flywheel.io/,115,Business,Software Development,Minneapolis,MN,USA,Active
Genematters,Invenshure,"GeneMatters delivers genetic counseling services for hospitals, health networks, academic research centers, and genetic testing labs.",2015,$10,https://www.crunchbase.com/organization/genematters?utm_source=linkedin&utm_medium=referral&utm_campaign=linkedin_companies&utm_content=profile_cta,https://www.linkedin.com/company/gene-matters/,https://www.gene-matters.com/,30,Business,Biotechnology,South San Francisco,CA,USA,Acquired
Imbio,Invenshure,Imbio develops medical imaging software solutions that save lives and reduce costs.,2011,$4,https://www.crunchbase.com/organization/imbio,https://www.linkedin.com/company/imbio-llc/,https://www.imbio.com/,26,Business,Biotechnology,Minneapolis,MN,USA,Active
Mekanistic Therapeutics,Invenshure,Mekanistic Therapeutics focuse on the development of cancer therapeutics.,2022,$30,https://www.crunchbase.com/organization/mekanistic-therapeutics,https://www.linkedin.com/company/mekanistic-therapeutics/,https://www.mekanistic.com/,7,Business,Biotechnology,Ann Arbor,MI,USA,Active
Oneome,Invenshure,"OneOme, co-founded by Mayo Clinic, is working to help providers incorporate pharmacogenomics into patient care by offering the RightMed Test and associated tools.",2014,$6,https://www.crunchbase.com/organization/oneome?utm_source=linkedin&utm_medium=referral&utm_campaign=linkedin_companies&utm_content=profile_cta,https://www.linkedin.com/company/oneome/,https://www.oneome.com/,46,Business,Biotechnology,Minneapolis,MN,USA,Active
Tychon,Invenshure,Tychon Bioscience is a biotechnology company commercializing adaptive immunotherapy technology,2015,$2,https://www.crunchbase.com/organization/tychon-bioscience,,https://www.tychonbio.com/,,Business,Biotechnology,Minneapolis,MN,USA,Active
Kayzen,IONIQ,SaaS enterprise-level software powering mobile advertisers to take programmatic in-house.,2018,$4,https://www.crunchbase.com/organization/kayzen,https://www.linkedin.com/company/kayzen/,https://kayzen.io/,68,Business,Marketing,Berlin,,Germany,Active
Zeotap,IONIQ,Zeotap is a Customer Intelligence platform that helps brands better understand their customers and predict behaviors.,2014,$92,https://www.crunchbase.com/organization/zeotap,https://www.linkedin.com/company/zeotap/,https://www.zeotap.com/,182,Business,Technology,Berlin,,Germany,Active
Wonder & Awe,Jed AI Labs,AI wholesale store for essentials and groceries,2020,,https://www.crunchbase.com/organization/wonder-awe,https://www.linkedin.com/company/wonder-awe/,https://wonder-awe.com/,16,Consumer,Consumer Goods,Berkhamsted,,England,Active
Atlas VR,Josephmark,Virtual reality training platform,2022,,https://www.crunchbase.com/organization/atlasvr,https://www.linkedin.com/company/atlasvr/,https://atlasvr.ch,4,Business,Software Development,Flueln,,Switzerland,Active
Breeder,Josephmark,Motion design studio,2010,,,https://www.linkedin.com/company/breeder/,https://breeder.studio,30,Business,Entertainment,Fortitude Valley,,Australia,Active
Clipchamp,Josephmark,In-browser video production platform,2014,$15,https://www.crunchbase.com/organization/clipchamp-pty-ltd,https://www.linkedin.com/company/clipchamp-pty-ltd/about/,https://www.linkedin.com/company/clipchamp-pty-ltd/about/,33,Business,Software Development,Brisbane,,Australia,Acquired
CYTK,Josephmark,Auto tech virtual assistant,2018,$3,https://www.crunchbase.com/organization/cytk,https://www.linkedin.com/company/cytk/,https://cytk.io,22,Business,Software Development,South Lyon,MI,USA,Active
Gilimbaa,Josephmark,Full service creative communication agency,2008,,https://www.crunchbase.com/organization/gilimbaa,https://www.linkedin.com/company/gilimbaa/,http://gilimbaa.com.au/,8,Business,Design Services,Brisbane,,Australia,Active
Hash,Josephmark,Catchup news platform,2014,$1,https://www.crunchbase.com/organization/hash-3,https://www.linkedin.com/company/hash-news/about/,https://thehash.today,1,Consumer,Software Development,Brisbane,,Australia,Active
Haven XR,Josephmark,Entertainment production studio,2019,,,https://www.linkedin.com/company/havenxr/,https://havenxr.com,7,Business,Entertainment,Brisbane,,Australia,Active
Native Digital,Josephmark,Digital advertising services,2009,,,https://www.linkedin.com/company/native-digital/,https://twitter.com/nativedigital,1,Business,Advertising Services,Brisbane,,Australia,Active
OurKin,Josephmark,Enthusiast social network platform,2015,,,https://www.linkedin.com/company/ourkin/about/,https://www.ourkin.com,11,Consumer,Software Development,Los Angeles,CA,USA,Active
Undrtone,Josephmark,Cloud based music community,2022,,https://www.crunchbase.com/organization/undrtone,,https://www.undrtone.com,,Consumer,Software Development,Brisbane,,Australia,Active
Vest,Josephmark,Australia startup community platform,2016,,https://www.crunchbase.com/organization/vest-4,https://www.linkedin.com/company/vest-australia/,https://thisisvest.com,2,Business,Software Development,Brisbane,,Australia,Active
Hire Space,Just Add Red,Venue online marketplace for event planners,2011,$4,https://www.crunchbase.com/organization/hire-space,https://www.linkedin.com/company/hire-space/,https://hirespace.com/,41,Business,Event Services,London,,England,Active
Petspyjamas,Just Add Red,Dog friendly travel experiences,2020,,,https://www.linkedin.com/company/petspyjamas/,https://www.petspyjamas.com/,20,Consumer,Travel Arrangments,London,,England,Active
Positive Luxury,Just Add Red,Helping brands adopt sustainability into business,2011,,,https://www.linkedin.com/company/positive-luxury/about/,https://www.positiveluxury.com/,22,Business,Environmental,London,,England,Active
Quill,Just Add Red,E-commerce production platform,2011,$14,https://www.crunchbase.com/organization/quill,https://www.linkedin.com/company/quill-content/,https://www.quillcontent.com/,4,Business,E-commerce,London,,England,Acquired
Care Of,Juxtapose,Vitamin plans,2016,$83,https://www.crunchbase.com/organization/care-of,https://www.linkedin.com/company/careof/,http://takecareof.com/,154,Consumer,Healthcare & Wellness,New York,New York,USA,Active
DayForward,Juxtapose,Life insurance services,2020,$20,https://www.crunchbase.com/organization/dayforward,https://www.linkedin.com/company/dayfwrd/,https://dayforward.com/,28,Consumer,Insurance,New York,New York,USA,Active
Forme,Juxtapose,Financial services for physicians,2021,,,https://www.linkedin.com/company/formefinancial/,https://www.formefinancial.com/,13,Business,Fintech,New York,NY,USA,Active
Great Jones,Juxtapose,Digital rental property management platform,2017,$34,https://www.crunchbase.com/organization/great-jones,https://www.linkedin.com/company/great-jones/,https://www.greatjones.co,48,Consumer,Real Estate,New York,New York,USA,Acquired
Modern age,Juxtapose,Aging wellness platform,2020,$33,https://www.crunchbase.com/organization/modern-age,https://www.linkedin.com/company/modern-age/,http://www.modern-age.com/,46,Consumer,Healthcare & Wellness,New York,New York,USA,Active
Nectar,Juxtapose,Allergy care platform,2021,$8,https://www.crunchbase.com/organization/nectar-lifesciences-37e2,https://www.linkedin.com/company/nectar-life-sciences/,https://www.nectarlifesciences.com,1,Consumer,Healthcare and Wellness,New York,NY,USA,Active
Orchard,Juxtapose,Online platform for buying and selling real estate,2017,$472,https://www.crunchbase.com/organization/orchardhomes,https://www.linkedin.com/company/orchardhomes/,https://orchard.com/,705,Business,Real Estate,New York,NY,USA,Active
Tend,Juxtapose,Tech driven personalized dental services,2018,$198,https://www.crunchbase.com/organization/tend-1779,https://www.linkedin.com/company/tenddental/,http://www.hellotend.com/,275,Consumer,Healthcare & Wellness,New York,New York,USA,Active
Forma Vision,Kernel Labs,Volumetric video conferencing services,2016,$4,https://www.crunchbase.com/organization/omnivor,https://www.linkedin.com/company/omnivor/,https://www.formavision.io,12,Consumer,Software Development,Seattle,WA,USA,Active
Trusted Key,Kernel Labs,Secure digital identity solutions,2016,$5,https://www.crunchbase.com/organization/trusted-key,,,2,Business,Software Development,San Francisco,CA,USA,Acquired
Beycome,Lab Miami Ventures,Digital real estate platform,2020,,https://www.crunchbase.com/organization/beycome-com,https://www.linkedin.com/company/beycome/,https://www.beycome.com,16,Consumer,Real Estate,Miami,FL,USA,Active
Lumi,Lab Miami Ventures,Digital rental platform for students,2022,,https://www.crunchbase.com/organization/lumi-house,https://www.linkedin.com/company/lumihouse/?trk=ppro_cprof&originalSubdomain=mx,http://www.lumi.house,2,Consumer,Real Estate,Miami,FL,USA,Active
Esporter,Launch Factory,Online gaming platform,2021,,,https://www.linkedin.com/company/esporter/,https://esporter.win/?utm_source=linkedin&utm_medium=organic&utm_campaign=profile,4,Consumer,Software Development,San Diego,CA,USA,Active
New Voice Learning,Launch Factory,English language E-learning platform,2021,,,https://www.linkedin.com/company/new-voice-learning/,https://www.flowspeak.io/?utm_source=linkedin&utm_medium=organic&utm_campaign=profile,2,Consumer,Software Development,San Diego,CA,USA,Active
Privatyze,Launch Factory,Web 3 personal data management tool,2022,,,https://www.linkedin.com/company/privatyze/,https://privatyze.io/,7,Business,Software Development,San Diego,CA,USA,Active
Productified,Launch Factory,Product idea development platform,2020,,https://www.crunchbase.com/organization/productified,https://www.linkedin.com/company/productified/,https://www.productified.com/how-it-works/,3,Business,Software Development,San Diego,CA,USA,Active
SimplCare,Launch Factory,Employee hiring platform for care facilities,2020,,,https://www.linkedin.com/company/simplcare/,https://simpl.care/?utm_source=linkedin&utm_medium=organic&utm_campaign=profile,2,Business,Healthcare & Wellness,San Diego,CA,USA,Active
TurboSBIR,Launch Factory,Assists startups obtaining federal funds,2019,$2,https://www.crunchbase.com/organization/omnisync-incorporated,https://www.linkedin.com/company/omnisync/,https://www.turbosbir.com/?utm_source=linkedin&utm_medium=organic&utm_campaign=profile,17,Business,Software Development,San Diego,CA,USA,Active
Alertgy,Launchit Ventures,Alertgy specializes in addressing the highly desired ability to measure blood sugar levels with an external wearable sensor device.,2016,$1,https://www.crunchbase.com/organization/alertgy,https://www.linkedin.com/company/alertgy/,https://www.alertgy.com/,17,Business,Health Care,Melbourne,FL,USA,Active
Doceo.md,Launchit Ventures,Doceo.md is an information discovery and curation platform that brings Physicians and Health Practitioners together.,2021,,,https://www.linkedin.com/company/doceo-md/,https://doceo.md/Home,,Business,Health Care,Hamilton,,Canada,Active
Lumedi Inc.,Launchit Ventures,"Lumedi empowers medical researchers with simple yet powerful software that provides high quality, standardized data.",2019,$0,https://www.crunchbase.com/organization/lumedi?utm_source=linkedin&utm_medium=referral&utm_campaign=linkedin_companies&utm_content=profile_cta,https://www.linkedin.com/company/lumedi/,https://lumedi.org/,6,Business,Health Care,Hamilton,,Canada,Active
Webility Solutions,Launchit Ventures,SaaS Development in Health Care and Energy IoT markets,2007,,https://www.crunchbase.com/organization/webility-solutions,https://www.linkedin.com/company/webility-solutions-inc-/?originalSubdomain=ca,https://webility.ca/,16,Business,Software Development,Hamilton,,Canada,Active
Kindra,M13 Launchpad,Menopausal personal care product,2019,$5,https://www.crunchbase.com/organization/kindra,https://www.linkedin.com/company/ourkindra/,https://ourkindra.com/,13,Consumer,Personal Care,Santa Monica,CA,USA,Active
OPTE,M13 Launchpad,Skincare device for hyperpigmentation,2022,,https://www.crunchbase.com/organization/opte-f9ee,https://www.linkedin.com/company/opteskin/,https://opte.com/,14,Consumer,Personal Care,Santa Monica,CA,USA,Active
Rae Wellness,M13 Launchpad,"Vegan, non-GMO, and gluten-free supplements",2019,$14,https://www.crunchbase.com/organization/rae-wellness,https://www.linkedin.com/company/raewellness/,https://raewellness.co/,26,Consumer,Supplements,Minneapolis-St. Paul,MN,USA,Active
Chatitive,Madrona Venture Labs,Mobile messaging platform for DTC brands,2016,$1,https://www.crunchbase.com/organization/essential-platform-services,https://www.linkedin.com/company/chatitive/,https://chatitive.com,11,Business,Software Development,Seattle,WA,USA,Acquired
Domicile,Madrona Venture Labs,Rental services for business clients,2016,$6,https://www.crunchbase.com/organization/domicile,,,3,Business,Real Estate,Seattle,WA,USA,Acquired
Magnify,Madrona Venture Labs,Post sales automation platform for businesses,2021,$6,https://www.crunchbase.com/organization/magnify-5d94,https://www.linkedin.com/company/magnifytech/,https://www.magnify.io,12,Business,Software Development,Seattle,WA,USA,Active
MessageYes,Madrona Venture Labs,Mobile ecoomerce messaging system,2015,$7,https://www.crunchbase.com/organization/replyyes,https://www.linkedin.com/company/replyyes/,http://www.messageyes.com/,11,Business,Software Development,Seattle,WA,USA,Acquired
Metastitch,Madrona Venture Labs,Marketing platform for crypto market,2021,,,https://www.linkedin.com/company/metastitch/,https://www.metastitch.io,2,Business,Software Development,Seattle,WA,USA,Active
Mighty AI,Madrona Venture Labs,Autonomous vehicle data management platform,2014,$27,https://www.crunchbase.com/organization/spare5,https://www.linkedin.com/company/mightyai/,http://mighty.ai/,7,Business,Software Development,Seattle,WA,USA,Acquired
Outbound AI,Madrona Venture Labs,AI communication for healthcare ops,2021,,,https://www.linkedin.com/company/outbound-ai/,https://www.outbound.ai,21,Business,Software Development,Seattle,WA,USA,Active
Pendulum,Madrona Venture Labs,Information intelligence software,2021,$6,https://www.crunchbase.com/organization/pendulum-cac3,https://www.linkedin.com/company/pendulumfn/,https://www.pendulumfn.com,12,Business,Software Development,Seattle,WA,USA,Active
Stratify,Madrona Venture Labs,Strategic finance collaborative tools,2020,$5,https://www.crunchbase.com/organization/stratify-technologies,https://www.linkedin.com/company/stratify-technologies-inc/,https://www.stratifytech.com,29,Business,Software Development,Seattle,WA,USA,Active
Strike Graph,Madrona Venture Labs,Security and compliance program developer,2020,$12,https://www.crunchbase.com/organization/strike-graph,https://www.linkedin.com/company/strikegraph/,https://www.strikegraph.com,49,Business,Software Development,Seattle,WA,USA,Active
Style Genome,Madrona Venture Labs,AI homeware shopping assistant,2017,,https://www.crunchbase.com/organization/style-genome,https://www.linkedin.com/company/style-genome/,http://www.stylegenome.com/,2,Consumer,Software Development,Seattle,WA,USA,Acquired
Uplevel,Madrona Venture Labs,Engineering organizational effectiveness platform,2018,$34,https://www.crunchbase.com/organization/uplevel,https://www.linkedin.com/company/uplevelteam/,https://uplevelteam.com,37,Business,Software Development,Seattle,WA,USA,Active
Vouched,Madrona Venture Labs,AI for ID verification,2018,$12,https://www.crunchbase.com/organization/vouched-0c75,https://www.linkedin.com/company/vouched/,https://www.vouched.id,35,Business,Software Development,Seattle,WA,USA,Active
Weekdays,Madrona Venture Labs,Marketplace to find schools and education,2020,,https://www.crunchbase.com/organization/weekdays,https://www.linkedin.com/company/joinweekdays/,https://joinweekdays.com,10,Consumer,Education,Seattle,WA,USA,Active
Xembly,Madrona Venture Labs,Automated chief of staff,2020,,https://www.crunchbase.com/organization/xembly,https://www.linkedin.com/company/xembly/,https://www.xembly.com,15,Consumer,Software Development,Seattle,WA,USA,Active
Zeitworks,Madrona Venture Labs,AI reporting for work productivity,2021,$7,https://www.crunchbase.com/organization/zeitworks,https://www.linkedin.com/company/zeitworks/,https://www.zeitworks.com,11,Business,Software Development,Seattle,WA,USA,Active
Continuum Space Systems,Mandala Space Ventures,Space missions management systems,2021,,https://www.crunchbase.com/organization/continuum-space-systems,https://www.linkedin.com/company/continuum-space-systems/,https://www.continuum-space.com,6,Business,Aviation and Aerospace,Pasadena,CA,USA,Active
Viridian Space Corporation,Mandala Space Ventures,Aerospace materials manufacturer,2021,,https://www.crunchbase.com/organization/viridian-space,https://www.linkedin.com/company/viridianspace/,http://www.viridianspace.com,2,Business,Aviation and Aerospace,Pasadena,CA,USA,Active
Suma,Material,Household brands online marketplace,2020,$150,https://www.crunchbase.com/organization/suma-brands,https://www.linkedin.com/company/sumabrands/,https://www.sumabrands.com,23,Consumer,E-commerce,Minneapolis,MN,USA,Active
Delta AI,Mawson,Product and brand intelligence software,2020,$0,https://www.crunchbase.com/organization/delta-ai,https://www.linkedin.com/company/delta-labs-ai/,http://deltalabs.ai,2,Business,Software Development,Brisbane,,Australia,Active
Popgun AI,Mawson,Music creation and sharing platform,2017,$23,https://www.crunchbase.com/organization/popgun,https://www.linkedin.com/company/splashhq/,https://popgun.ai,102,Business,Entertainment,Brisbane,,Australia,Active
Replica Studios,Mawson,AI voice actors for games and metaverse,2018,$5,https://www.crunchbase.com/organization/replica-studios,https://www.linkedin.com/company/replicastudios/,https://replicastudios.com,18,Business,Entertainment,Brisbane,,Australia,Active
Vaux,Mawson,"Voice data send, store, and protect software",2018,$0,https://www.crunchbase.com/organization/vaux,https://www.linkedin.com/company/vauxio/,https://vaux.io,2,Business,Software Development,Brisbane,,Australia,Active
Alcove,Menlo Labs,Design software for Interior designers,2021,,,https://www.linkedin.com/company/alcove-tech/,https://www.alcove.co/,5,Business,Interior Design,Austin,TX,USA,Active
Fractal,Menlo Labs,Social media platform,2020,$3,https://www.crunchbase.com/organization/fractal-5,https://www.linkedin.com/company/fractal5/,https://www.fractal5.com/,6,Consumer,Social Media,Reykjavík,,Iceland,Active
Squint,Menlo Labs,Augmented reality content authoring tool,2021,$3,https://www.crunchbase.com/organization/squint-1e19,https://www.linkedin.com/company/squintai/,https://www.squint.ai/,6,Business,Augmented Reality,San Jose,CA,USA,Active
